0.000000 -0.000152 0.019198 0.000000 -0.000000
0.002001 -0.000587 0.020069 -0.000192 -0.000192
0.004002 -0.001117 0.023556 -0.000590 -0.000398
0.006003 -0.001597 0.023551 -0.001215 -0.000626
0.008004 -0.001774 0.019186 -0.002081 -0.000866
0.010005 -0.001808 0.017440 -0.003177 -0.001095
0.012006 -0.001838 0.016566 -0.004501 -0.001324
0.014007 -0.002101 0.016560 -0.006084 -0.001583
0.016008 -0.002337 0.020045 -0.007905 -0.001821
0.018009 -0.002550 0.022657 -0.009969 -0.002065
0.020010 -0.002742 0.024396 -0.012287 -0.002318
0.022011 -0.003345 0.022631 -0.014993 -0.002705
0.024011 -0.004115 0.022603 -0.018133 -0.003140
0.026012 -0.004832 0.025193 -0.021693 -0.003560
0.028013 -0.005304 0.029535 -0.025605 -0.003912
0.030013 -0.005547 0.035630 -0.029784 -0.004180
0.032014 -0.005676 0.039111 -0.034237 -0.004453
0.034014 -0.005434 0.039992 -0.038881 -0.004643
0.036015 -0.005113 0.040878 -0.043676 -0.004796
0.038015 -0.004891 0.040886 -0.048666 -0.004989
0.040015 -0.004926 0.040878 -0.053945 -0.005279
0.042016 -0.004956 0.041744 -0.059498 -0.005553
0.044016 -0.004975 0.045227 -0.065263 -0.005765
0.046016 -0.005073 0.043468 -0.071393 -0.006130
0.048016 -0.005324 0.039951 -0.078014 -0.006621
0.050017 -0.005785 0.040779 -0.085143 -0.007129
0.052017 -0.006284 0.048582 -0.092638 -0.007496
0.054017 -0.006601 0.056396 -0.100409 -0.007771
0.056018 -0.006821 0.061600 -0.108476 -0.008066
0.058018 -0.007013 0.070293 -0.116721 -0.008245
0.060018 -0.007251 0.076361 -0.125245 -0.008524
0.062019 -0.007407 0.078072 -0.134133 -0.008888
0.064019 -0.007485 0.079790 -0.143342 -0.009209
0.066020 -0.007493 0.078898 -0.152916 -0.009574
0.068020 -0.007449 0.071904 -0.163034 -0.010117
0.070020 -0.007273 0.074525 -0.173283 -0.010249
0.072020 -0.007272 0.081485 -0.183625 -0.010342
0.074020 -0.007304 0.094544 -0.193849 -0.010224
0.076020 -0.007268 0.096267 -0.204312 -0.010463
0.078020 -0.007173 0.095380 -0.215069 -0.010757
0.080021 -0.007124 0.101465 -0.225881 -0.010813
0.082021 -0.007120 0.107539 -0.236775 -0.010894
0.084021 -0.007217 0.111849 -0.247903 -0.011128
0.086021 -0.007348 0.120512 -0.259106 -0.011202
0.088021 -0.007456 0.128302 -0.270394 -0.011288
0.090021 -0.007532 0.141326 -0.281496 -0.011102
0.092021 -0.007423 0.150017 -0.292421 -0.010926
0.094021 -0.007198 0.154364 -0.303247 -0.010826
0.096021 -0.006959 0.163073 -0.313735 -0.010488
0.098021 -0.006760 0.170026 -0.323986 -0.010251
0.100021 -0.006714 0.171708 -0.334397 -0.010411
0.102021 -0.006558 0.174284 -0.344809 -0.010413
0.104021 -0.006312 0.169028 -0.355531 -0.010721
0.106021 -0.005925 0.166422 -0.366276 -0.010746
0.108021 -0.005529 0.174288 -0.376464 -0.010188
0.110021 -0.005131 0.177788 -0.386304 -0.009839
0.112021 -0.004623 0.188293 -0.395257 -0.008953
0.114021 -0.004099 0.200541 -0.403162 -0.007905
0.116021 -0.003624 0.204049 -0.410534 -0.007372
0.118021 -0.003303 0.200537 -0.417943 -0.007409
0.120021 -0.003031 0.201374 -0.425184 -0.007241
0.122021 -0.002705 0.206586 -0.431915 -0.006730
0.124021 -0.002272 0.216186 -0.437705 -0.005791
0.126021 -0.001879 0.222279 -0.442787 -0.005081
0.128021 -0.001610 0.229204 -0.447235 -0.004448
0.130021 -0.001240 0.237027 -0.450832 -0.003597
0.132021 -0.000959 0.237839 -0.454124 -0.003293
0.134022 -0.000582 0.243912 -0.456617 -0.002493
0.136022 -0.000326 0.249942 -0.458446 -0.001830
0.138022 0.000060 0.251649 -0.459705 -0.001258
0.140022 0.000475 0.246387 -0.460818 -0.001113
0.142022 0.001090 0.242940 -0.461368 -0.000550
0.144022 0.001643 0.237732 -0.461548 -0.000180
0.146022 0.002100 0.234236 -0.461361 0.000187
0.148022 0.002424 0.233312 -0.460799 0.000562
0.150022 0.002741 0.230641 -0.459991 0.000808
0.152022 0.003150 0.237597 -0.458057 0.001934
0.154022 0.003605 0.242822 -0.455018 0.003039
0.156022 0.004106 0.248060 -0.450764 0.004254
0.158022 0.004627 0.241094 -0.446185 0.004579
0.160022 0.005096 0.238473 -0.441005 0.005180
0.162022 0.005562 0.239340 -0.434928 0.006077
0.164022 0.006105 0.241110 -0.427723 0.007204
0.166022 0.006722 0.242911 -0.419228 0.008496
0.168022 0.007450 0.243887 -0.409281 0.009946
0.170022 0.008128 0.243097 -0.398071 0.011210
0.172022 0.008748 0.237925 -0.386033 0.012039
0.174022 0.009356 0.235368 -0.372933 0.013099
0.176022 0.009835 0.231885 -0.359048 0.013886
0.178022 0.010414 0.227578 -0.344248 0.014800
0.180022 0.010973 0.221524 -0.328696 0.015551
0.182022 0.011670 0.219029 -0.311797 0.016900
0.184022 0.012282 0.218241 -0.293505 0.018292
0.186022 0.012961 0.218358 -0.273570 0.019935
0.188022 0.013662 0.215001 -0.252225 0.021345
0.190022 0.014256 0.202878 -0.230461 0.021764
0.192022 0.014825 0.194243 -0.207979 0.022482
0.194022 0.015286 0.179460 -0.185565 0.022414
0.196022 0.015719 0.168166 -0.162936 0.022629
0.198022 0.016211 0.163888 -0.139277 0.023659
0.200022 0.016688 0.159609 -0.114586 0.024692
0.202022 0.017078 0.154417 -0.089099 0.025487
0.204022 0.017436 0.140496 -0.063748 0.025350
0.206022 0.017760 0.125701 -0.038700 0.025048
0.208022 0.018040 0.123102 -0.012788 0.025912
0.210022 0.018448 0.117962 0.014014 0.026803
0.212022 0.018869 0.109351 0.041394 0.027380
0.214022 0.019420 0.106927 0.070309 0.028914
0.216022 0.019946 0.098392 0.100093 0.029784
0.218022 0.020365 0.081961 0.129677 0.029584
0.220022 0.020652 0.070703 0.159333 0.029656
0.222022 0.020863 0.051569 0.188021 0.028688
0.224022 0.021093 0.044673 0.217119 0.029099
0.226023 0.021361 0.030837 0.245944 0.028825
0.228023 0.021632 0.017021 0.274495 0.028551
0.230023 0.021856 0.011910 0.303656 0.029161
0.232023 0.022058 0.002435 0.332888 0.029232
0.234023 0.022198 -0.010553 0.361638 0.028749
0.236023 0.022424 -0.017367 0.390820 0.029182
0.238023 0.022591 -0.028566 0.419787 0.028967
0.240023 0.022847 -0.033592 0.449486 0.029699
0.242023 0.023151 -0.041191 0.479745 0.030259
0.244023 0.023394 -0.053176 0.509898 0.030153
0.246023 0.023622 -0.059053 0.540657 0.030759
0.248023 0.023785 -0.073678 0.570795 0.030137
0.250023 0.024006 -0.093472 0.599790 0.028996
0.252023 0.024161 -0.108052 0.628102 0.028312
0.254023 0.024258 -0.136593 0.653787 0.025685
0.256023 0.024120 -0.154800 0.677483 0.023696
0.258023 0.023805 -0.160903 0.700238 0.022755
0.260023 0.023477 -0.169622 0.721647 0.021409
0.262023 0.023106 -0.176616 0.741781 0.020134
0.264023 0.022726 -0.182736 0.760694 0.018913
0.266023 0.022354 -0.180125 0.779533 0.018839
0.268023 0.021985 -0.181003 0.797834 0.018302
0.270023 0.021575 -0.187138 0.814762 0.016928
0.272023 0.021110 -0.200276 0.829175 0.014412
0.274023 0.020836 -0.204539 0.842731 0.013556
0.276023 0.020510 -0.215804 0.854294 0.011564
0.278023 0.020342 -0.219091 0.865352 0.011057
0.280023 0.020246 -0.231902 0.874758 0.009406
0.282023 0.020060 -0.244759 0.882202 0.007444
0.284023 0.019698 -0.253374 0.887725 0.005523
0.286023 0.019086 -0.268268 0.889652 0.001927
0.288023 0.018403 -0.274481 0.888918 -0.000734
0.290023 0.017723 -0.276326 0.886081 -0.002837
0.292023 0.016948 -0.279115 0.880661 -0.005420
0.294023 0.016102 -0.270630 0.874024 -0.006637
0.296023 0.015347 -0.261216 0.866537 -0.007487
0.298023 0.014624 -0.249180 0.858658 -0.007879
0.300023 0.013942 -0.247585 0.848933 -0.009725
0.302023 0.013251 -0.239902 0.838193 -0.010740
0.304023 0.012585 -0.230470 0.826748 -0.011445
0.306023 0.011932 -0.227142 0.813682 -0.013066
0.308023 0.011317 -0.227274 0.798524 -0.015157
0.310023 0.010765 -0.230840 0.780869 -0.017655
0.312023 0.010307 -0.233451 0.761081 -0.019788
0.314023 0.009794 -0.231747 0.739593 -0.021488
0.316023 0.009300 -0.224803 0.717235 -0.022358
0.318024 0.008724 -0.220554 0.693291 -0.023945
0.320024 0.008085 -0.207654 0.668887 -0.024403
0.322024 0.007432 -0.201758 0.642836 -0.026051
0.324024 0.006769 -0.194139 0.615328 -0.027508
0.326024 0.006185 -0.189080 0.586155 -0.029173
0.328024 0.005612 -0.186635 0.554865 -0.031289
0.330024 0.005043 -0.171996 0.523410 -0.031455
0.332024 0.004418 -0.154817 0.492021 -0.031389
0.334024 0.003850 -0.145461 0.459575 -0.032445
0.336024 0.003349 -0.129965 0.427295 -0.032281
0.338024 0.002899 -0.122292 0.394031 -0.033263
0.340024 0.002474 -0.111998 0.360279 -0.033753
0.342024 0.002034 -0.106092 0.325213 -0.035066
0.344024 0.001673 -0.100128 0.289067 -0.036146
0.346024 0.001397 -0.089742 0.252866 -0.036201
0.348024 0.001220 -0.073189 0.218016 -0.034850
