0.000001 -0.468621 0.025033 2.000000 0.000000 0.262054 -0.468095
0.002000 -0.470366 0.051693 1.998579 0.004000 0.413598 -0.468928
0.004000 -0.468621 0.058363 1.994318 0.007997 0.511717 -0.465998
0.006000 -0.444186 0.081731 1.987223 0.011986 0.585219 -0.440086
0.008000 -0.219039 -0.004940 1.977303 0.015960 0.625506 -0.213729
0.010000 0.466876 -0.054918 1.964575 0.019915 0.651620 0.473227
0.012000 0.989602 0.065036 1.949054 0.023844 0.689769 0.997938
0.014000 2.001893 0.313174 1.930763 0.027742 0.751277 2.014263
0.016000 2.420772 0.644902 1.909729 0.031604 0.837014 2.440185
0.018001 2.414663 0.237033 1.885969 0.035425 0.870223 2.437070
0.020001 2.312561 -0.058253 1.859539 0.039197 0.873148 2.334749
0.022002 2.344850 -0.416476 1.830452 0.042918 0.847541 2.362573
0.024003 2.371030 -0.158786 1.798761 0.046581 0.845746 2.387636
0.026004 2.229658 0.088415 1.764511 0.050180 0.862136 2.248572
0.028004 2.009747 0.391245 1.727771 0.053709 0.897067 2.035427
0.030005 1.438151 0.108493 1.688555 0.057166 0.909254 1.466103
0.032006 1.158899 -0.125146 1.646937 0.060545 0.905629 1.185216
0.034006 1.193805 -0.299089 1.602999 0.063839 0.892485 1.215442
0.036006 1.382301 -0.206198 1.556783 0.067045 0.886400 1.401012
0.038007 1.418080 0.213120 1.508329 0.070160 0.903911 1.442034
0.040007 1.350885 0.498274 1.457757 0.073177 0.934954 1.385814
0.042007 1.130973 0.490707 1.405112 0.076092 0.962837 1.176585
0.044008 1.031490 0.240461 1.350443 0.078904 0.976153 1.082107
0.046008 0.937242 -0.044915 1.293882 0.081605 0.974715 0.986223
0.048008 0.982620 -0.148677 1.235482 0.084192 0.968710 1.027487
0.050009 1.031490 -0.172291 1.175296 0.086665 0.962223 1.071685
0.052009 1.103048 0.025033 1.113469 0.089015 0.965215 1.143647
0.054009 1.082977 0.155526 1.050061 0.091242 0.973785 1.127383
0.056009 1.037598 0.330726 0.985159 0.093342 0.989360 1.090492
0.058010 0.918916 0.344844 0.918825 0.095314 1.004460 0.980533
0.060010 0.827286 0.243891 0.851217 0.097151 1.014390 0.894554
0.062010 0.802851 0.111843 0.782400 0.098854 1.018373 0.871740
0.064011 0.779290 0.071711 0.712436 0.100419 1.020524 0.848520
0.066011 0.768818 0.061699 0.641494 0.101844 1.022187 0.838038
0.068011 0.734784 0.101796 0.569641 0.103127 1.025316 0.805234
0.070011 0.674570 0.128614 0.496978 0.104266 1.029253 0.747069
0.072011 0.625701 0.145422 0.423609 0.105260 1.033586 0.700738
0.074012 0.513999 0.118547 0.349601 0.106108 1.036505 0.590588
0.076012 0.445059 0.061699 0.275133 0.106807 1.037033 0.521175
0.078012 0.424988 0.098449 0.200273 0.107357 1.038895 0.501914
0.080012 0.355175 0.158898 0.125130 0.107758 1.042807 0.435049
0.082012 0.291470 0.264535 0.049808 0.108008 1.050344 0.378082
0.084012 0.132645 0.226769 -0.025584 0.108108 1.055892 0.224444
0.086012 0.018326 0.165646 -0.100940 0.108057 1.058776 0.112890
0.088012 -0.009599 0.071711 -0.176153 0.107855 1.058095 0.084063
0.090013 -0.035779 0.085073 -0.251153 0.107502 1.057880 0.057525
0.092013 -0.099484 0.101796 -0.325758 0.107000 1.058156 -0.005861
0.094013 -0.150971 0.111843 -0.399900 0.106349 1.058687 -0.056623
0.096013 -0.252200 0.098449 -0.473474 0.105549 1.058532 -0.157668
0.098013 -0.322886 0.111843 -0.546375 0.104602 1.058725 -0.227599
0.100013 -0.360410 0.189329 -0.618500 0.103509 1.061578 -0.261131
0.102013 -0.463385 0.216528 -0.689746 0.102272 1.065090 -0.359026
0.104014 -0.526217 0.185940 -0.760046 0.100892 1.067286 -0.418166
0.106014 -0.633555 0.105144 -0.829231 0.099372 1.066372 -0.525335
0.108014 -0.676315 0.081731 -0.897238 0.097713 1.064593 -0.568897
0.110014 -0.680678 0.091759 -0.963970 0.095919 1.063219 -0.573547
0.112014 -0.705986 0.148788 -1.029332 0.093991 1.063829 -0.596546
0.114014 -0.789761 0.152156 -1.093231 0.091932 1.064376 -0.677858
0.116014 -0.841249 0.115195 -1.155576 0.089746 1.063529 -0.728548
0.118015 -0.914553 0.088415 -1.216310 0.087433 1.061645 -0.802220
0.120015 -0.949459 0.098449 -1.275284 0.085001 1.060107 -0.836945
0.122015 -0.970403 0.158898 -1.332445 0.082450 1.060668 -0.854833
0.124015 -1.033235 0.175784 -1.387714 0.079785 1.061675 -0.913818
0.126016 -1.069887 0.148788 -1.441036 0.077009 1.061653 -0.947906
0.128016 -1.135337 0.105144 -1.492284 0.074127 1.060009 -1.012829
0.130016 -1.180715 0.091759 -1.541411 0.071142 1.057876 -1.058231
0.132016 -1.201659 0.088415 -1.588347 0.068059 1.055662 -1.079253
0.134016 -1.262746 0.085073 -1.633027 0.064882 1.053292 -1.140465
0.136016 -1.318596 0.058363 -1.675386 0.061616 1.049980 -1.197614
0.138016 -1.331686 0.075050 -1.715364 0.058266 1.047326 -1.211034
0.140016 -1.336922 0.101796 -1.752904 0.054835 1.045670 -1.215161
0.142016 -1.352630 0.162271 -1.787953 0.051329 1.046112 -1.226698
0.144016 -1.431170 0.142057 -1.820462 0.047753 1.045703 -1.302061
0.146016 -1.521927 0.101796 -1.850383 0.044112 1.043761 -1.391594
0.148016 -1.552470 0.021702 -1.877676 0.040411 1.039090 -1.424798
0.150016 -1.588250 0.011710 -1.902299 0.036656 1.034163 -1.463511
0.152016 -1.630138 0.031695 -1.924220 0.032852 1.030002 -1.507088
0.154017 -1.656317 0.081731 -1.943415 0.029001 1.027640 -1.532229
0.156017 -1.707805 0.111843 -1.959838 0.025114 1.026291 -1.581028
0.158017 -1.741839 0.138694 -1.973476 0.021195 1.025844 -1.610932
0.160017 -1.750565 0.111843 -1.984310 0.017248 1.024487 -1.616858
0.162017 -1.760165 0.088415 -1.992323 0.013279 1.022362 -1.624774
0.164017 -1.767146 0.031695 -1.997506 0.009294 1.018361 -1.632858
0.166017 -1.787217 -0.004940 -1.999850 0.005299 1.013205 -1.655706
0.168017 -1.801180 -0.004940 -1.999352 0.001300 1.008192 -1.672185
0.170017 -1.809034 0.048359 -1.996013 -0.002699 1.005151 -1.679558
0.172017 -1.842195 0.071711 -1.989838 -0.006691 1.002950 -1.710871
0.174017 -1.857903 0.051693 -1.980834 -0.010671 1.000112 -1.725647
0.176017 -1.839577 0.011710 -1.969016 -0.014632 0.996043 -1.708313
0.178017 -1.754056 0.005050 -1.954400 -0.018570 0.992048 -1.623930
0.180017 -1.682497 0.041692 -1.937007 -0.022479 0.989578 -1.551406
0.182017 -1.671153 0.075050 -1.916861 -0.026353 0.988356 -1.537233
0.184018 -1.672025 0.071711 -1.893979 -0.030189 0.987066 -1.535384
0.186018 -1.671153 0.021702 -1.868416 -0.033977 0.984117 -1.534328
0.188018 -1.637992 -0.038249 -1.840198 -0.037714 0.979284 -1.503962
0.190018 -1.570796 -0.044915 -1.809365 -0.041394 0.974513 -1.439668
0.192018 -1.541126 0.008380 -1.775961 -0.045013 0.971778 -1.409866
0.194018 -1.538508 0.051693 -1.740033 -0.048565 0.970623 -1.404708
0.196018 -1.589995 0.065036 -1.701632 -0.052045 0.969870 -1.452890
0.198018 -1.601340 -0.034917 -1.660814 -0.055448 0.965708 -1.466124
0.200018 -1.538508 -0.074940 -1.617635 -0.058770 0.960438 -1.407068
0.202018 -1.479167 -0.041582 -1.572158 -0.062005 0.956595 -1.349485
0.204018 -1.399754 0.051693 -1.524446 -0.065149 0.956225 -1.266745
0.206018 -1.424189 0.068373 -1.474568 -0.068198 0.956397 -1.286955
0.208018 -1.446878 0.005050 -1.422594 -0.071147 0.954362 -1.308749
0.210018 -1.443387 -0.068263 -1.368599 -0.073992 0.949896 -1.308104
0.212018 -1.364847 -0.078280 -1.312660 -0.076730 0.945387 -1.232709
0.214018 -1.321214 -0.038249 -1.254854 -0.079355 0.942479 -1.189887
0.216019 -1.265364 -0.018261 -1.195236 -0.081866 0.940461 -1.133653
0.218019 -1.231330 -0.011600 -1.133948 -0.084256 0.938807 -1.098784
0.220019 -1.201659 -0.051583 -1.071049 -0.086524 0.935900 -1.070292
0.222019 -1.068142 -0.034917 -1.006628 -0.088666 0.933918 -0.936940
0.224019 -0.984366 0.088415 -0.940776 -0.090680 0.936386 -0.846773
0.226019 -0.925025 0.128614 -0.873587 -0.092561 0.940272 -0.779074
0.228019 -1.014909 0.045025 -0.805157 -0.094308 0.941007 -0.865175
0.230019 -1.023636 -0.182440 -0.735583 -0.095919 0.933924 -0.882059
0.232019 -0.863938 -0.168912 -0.664964 -0.097390 0.927838 -0.729452
0.234019 -0.666716 -0.068263 -0.593399 -0.098720 0.925772 -0.533758
0.236019 -0.618719 0.101796 -0.520992 -0.099907 0.929687 -0.478307
0.238019 -0.593412 0.108493 -0.447843 -0.100949 0.933760 -0.445409
0.240019 -0.553269 -0.014931 -0.374059 -0.101844 0.933562 -0.404333
0.242019 -0.506145 -0.145311 -0.299743 -0.102592 0.929001 -0.363063
0.244019 -0.383100 -0.155415 -0.225001 -0.103192 0.924478 -0.246167
0.246020 -0.330740 -0.078280 -0.149902 -0.103642 0.922838 -0.195710
0.248020 -0.272271 0.011710 -0.074627 -0.103942 0.924443 -0.134388
0.250020 -0.253073 0.028364 0.000754 -0.104091 0.926606 -0.111560
0.252020 -0.238237 -0.004940 0.076134 -0.104090 0.927591 -0.094939
0.254020 -0.167552 -0.041582 0.151405 -0.103937 0.927428 -0.024426
0.256020 -0.059341 -0.081621 0.226462 -0.103635 0.926110 0.081537
0.258020 -0.005236 -0.061589 0.301197 -0.103182 0.925622 0.134496
0.260021 0.084648 -0.044915 0.375540 -0.102579 0.925893 0.224112
0.262021 0.119555 -0.018261 0.449313 -0.101828 0.927133 0.260108
0.264021 0.178024 -0.008270 0.522447 -0.100929 0.928788 0.320108
0.266021 0.231256 -0.011600 0.594839 -0.099884 0.930378 0.374610
0.268021 0.265290 -0.034917 0.666386 -0.098695 0.931185 0.408627
